Timestamp,acce_x,acce_y,acce_z,gyro_x,gyro_y,gyro_z
1.5900000000000012,0.02,-0.09,0.94,3.85,-19.45,-5.04
1.6000000000000012,0.02,-0.11,0.97,4.29,-19.15,-6.12
1.6100000000000012,0.02,-0.11,0.95,5.11,-18.5,-7.04
1.6200000000000012,0.01,-0.1,0.96,6.6,-18.09,-8.03
1.6300000000000012,0.0,-0.1,0.94,7.37,-18.12,-9.77
1.6400000000000012,-0.01,-0.1,0.93,8.44,-20.93,-12.27
1.6500000000000012,-0.02,-0.12,0.94,9.94,-22.64,-13.85
1.6600000000000013,-0.02,-0.13,0.94,11.1,-23.53,-14.2
1.6700000000000013,-0.03,-0.12,0.95,11.16,-27.89,-14.32
1.6800000000000013,0.02,-0.1,0.93,8.78,-21.48,-10.85
1.6900000000000013,0.02,-0.1,0.92,8.17,-19.83,-8.93
1.7000000000000013,0.03,-0.08,0.91,6.84,-17.56,-7.16
1.7100000000000013,0.04,-0.08,0.92,6.29,-16.09,-5.91
1.7200000000000013,0.04,-0.09,0.91,7.1,-15.08,-5.95
1.7300000000000013,0.05,-0.09,0.93,7.3,-14.15,-6.0
1.7400000000000013,0.05,-0.09,0.92,7.42,-9.73,-5.8
1.7500000000000013,0.04,-0.09,0.92,7.3,-9.98,-5.79
1.7600000000000013,0.05,-0.07,0.91,6.56,-8.06,-4.84
1.7700000000000014,0.04,-0.06,0.9,5.95,-7.42,-4.0
1.7800000000000014,0.03,-0.04,0.89,4.08,-6.0,-2.12
1.7900000000000014,0.02,-0.03,0.87,1.66,-4.7,-0.05
1.8000000000000014,0.02,-0.04,0.87,-0.37,-6.95,0.6
1.8100000000000014,0.03,-0.05,0.91,-1.04,-7.97,0.96
1.8200000000000014,0.05,-0.07,0.94,0.31,-8.49,0.61
1.8300000000000014,0.06,-0.08,0.94,1.16,-10.41,-1.19
1.8400000000000014,0.07,-0.08,0.95,2.14,-9.95,-3.15
1.8500000000000014,0.06,-0.08,0.95,2.64,-7.54,-3.65
